corpus,book_n,letter_n,sender,recipient,date_when,year,dateline
ad_atticum,,11,CICERO,ATTICO,,,Scr. in Campania inter xiv et ix K. Febr. a. 705 (49).
ad_atticum,,12,CICERO,ATTICO,,,Scr. in Formiano x K. Febr. a. 705 (49).
ad_atticum,,13,CICERO,ATTICO,,,Scr. Menturnis ix K. Febr. a. 705 (49).
ad_atticum,,13A,CICERO,ATTICO,-0049,-49.0,Scr. Menturnis vid K. Febr. a. 705 (49) .
ad_atticum,,14,CICERO,ATTICO,,,Scr. Calibus a. d. vi K. Febr. a. 705 (49).
ad_atticum,,15,CICERO,ATTICO,,,Scr. Capuae v K. Febr. a. 705 (49).
ad_atticum,,16,CICERO,ATTICO,,,Scr. Calibus iv K. Febr. a. 705 (49).
ad_atticum,,17,CICERO,ATTICO,-0049,-49.0,Scr. in Formiano iv Non. Febr. a. 705 (49) .
ad_atticum,,18,CICERO,ATTICO,,,Scr. imi Formiano iii Non. Febr. a. 705 (49).
ad_atticum,,19,CICERO,ATTICO,,,Scr. in Formiano iii Non. Febr. a. 705 (49).
ad_atticum,,20,CICERO,ATTICO,-0049,-49.0,Scr. Capuae Non. Febr. a. 705 (49) .
ad_atticum,,21,CICERO,ATTICO,,,Scr. Calibus vi Id. Febr. ante lucem a. 705 (49).
ad_atticum,,22,CICERO,ATTICO,,,Scr. in Formiano vi Id. Febr. vesperi aut v Id. mane a. 705 (49).
ad_atticum,,23,CICERO,ATTICO,,,Scr. in Formiano v Id. Febr. vesp. aut iv Id. a. 705 (49).
ad_atticum,,24,CICERO,ATTICO,,,Scr. in Formiano iv Id. Febr. a. 705 (49).
ad_atticum,,25,CICERO,ATTICO,,,Scr. in Formiano iv aut iii Id. Febr. a. 705 (49).
ad_atticum,,26,CICERO,ATTICO,,,"Scr. in Formiano xv K. Mart. a, 705 (49)."
ad_atticum,,1,CICERO,ATTICO,,,Scr. in Formiano xiv K. Mart. a. 705 (49).
ad_atticum,,2,CICERO,ATTICO,,,Scr. in Formiano xiii K. Mart. a. 705 (49).
ad_atticum,,3,CICERO,ATTICO,,,Scr. in Caleno xii K. Mart. a. 705 (49).
ad_atticum,,4,CICERO,ATTICO,,,Scr. in Formiano viii K. Mart. ante lucem a. 705 (49).
ad_atticum,,5,CICERO,ATTICO,,,Scr. in Formiano vii K. Mart. a. 705 (49).
ad_atticum,,6,CICERO,ATTICO,-0049,-49.0,"Scr. in Formiano ix K. Mart., ut videtur, a. 705 (49) ."
ad_atticum,,7,CICERO,ATTICO,-0049,-49.0,"Scr. ut Formiano vii K. Mart., ut videtur, a. 705 (49) ."
ad_atticum,,8,CICERO,ATTICO,,,Scr. in Formiano vi K. Mart. a. 705(49).
ad_atticum,,9,CICERO,ATTICO,,,Scr. in Formiano v K. Mart. a. 705 (49).
ad_atticum,,10,CICERO,ATTICO,,,Scr. in Formiano iv K. Mart. a. 705 (49).
ad_atticum,,11,CICERO,ATTICO,-0049,-49.0,Scr. in Formiano in K. Mart. a. 705 (49) .
ad_atticum,,11A,CN. MAGNVS PROCOS.,M. CICERONI IMP,,,Scr. Luceriae iv Id. Febr. a. 705 (49).
ad_atticum,,11B,M. CICERO IMP.,CN. MAGNO PROCOS,,,Scr. in Formiano xv K. Mart. a. 705 (49).
ad_atticum,,11C,CN. MAGNVS PROCOS.,M. CICERONI IMP,,,Scr. Canusi x K. Mart. a. 705 (49).
ad_atticum,,11D,M. CICERO IMP.,CN. MAGNO PROCOS,,,Scr. in Formiano iii K. Mart. a. 705 (49).
ad_atticum,,12,CICERO,ATTICO,,,Scr. in Formiano prid. K. Mart. a. 705 (49).
ad_atticum,,12A,CN. MAGNVS PROCOS.,C. MARCELLO L. LENTVLO COSS,,,Scr. Luceriae xiii aut xii K. Mart. a. 705 (49).
ad_atticum,,12B,CN. MAGNVS PROCOS.,L. DOMITIO PROCOS,,,Scr. Luceriae iii aut prid. Id. Febr. a. 705 (49).
ad_atticum,,12C,CN. MAGNVS PROCOS.,L. DOMITIO PROCOS,,,Scr. Luceriae xiv K. Mart. a. 705 (49).
ad_atticum,,12D,CN. MAGNVS PROCOS.,L. DOMITIO PROCOS,,,Scr. Luceriae xiii K. Mart. 705 (49).
ad_atticum,,13,CICERO,ATTICO,-0049,-49.0,Scr. in Formiano K. Mart. a. 705 (49) .
ad_atticum,,14,CICERO,ATTICO,,,Scr. in Formiano vi Non. Mart. a. 705 (49).
ad_atticum,,15,CICERO,ATTICO,,,Scr. in Formiano v Non. Mart. a. 705 (49).
ad_atticum,,15A,BALBVS,CICERONI,-0049,-49.0,Scr. Romae circ. K. Mart. a. 705 (49) .
ad_atticum,,16,CICERO,ATTICO,,,Scr. in Formiano iv Non. Mart. a. 705 (49).
ad_atticum,,1,CICERO,ATTICO,,,Scr. in Formiano prid. Non. Mart. a. 705 (49).
ad_atticum,,2,CICERO,ATTICO,-0049,-49.0,Scr. in Formiano Non. Mart. a. 705 (49) .
ad_atticum,,2A,CICERO,ATTICO,,,Scr. in Formiano viii Id. Mart. a. 705 (49).
ad_atticum,,3,CICERO,ATTICO,,,Scr. in Formiano vii Id. Mart. a. 705 (49).
ad_atticum,,4,CICERO,ATTICO,,,Scr. in Formiano iv Id. Mart. a. 705 (49).
ad_atticum,,5,CICERO,ATTICO,,,Scr. im Formiano vi Id. Mart. a. 705 (49).
ad_atticum,,6,CICERO,ATTICO,,,Scr. in Formiano v Id. Mart. a. 705 (49).
ad_atticum,,6A,CAESAR IMP.,CICERONI IMP,-0049,-49.0,Scr. in itinere in m. Mart. a 705 (49) .
ad_atticum,,7,CICERO,ATTICO,,,Scr. in Formiano iii Id. Mart. a. 705(49).
ad_atticum,,9A,BALBVS ET OPPIVS,M. CICERONI,,,Scr. Romae vi aut v Id. Mart. a. 705 (49).
ad_atticum,,9B,BALBVS,CICERONI,,,Scr. Romae v aut iv Id. Mart. a. 705 (49).
ad_atticum,,7C,CAESAR,OPPIO,,,Scr. in itinere circ. Non. Mart.
ad_atticum,,8,CICERO,ATTICO,,,Scr. in Formiano prid. Id. Mart. a. 705 (49).
ad_atticum,,9,CICERO,ATTICO,,,Scr. in Formiano xvi K. Apr. a. 705(49).
ad_atticum,,10,CICERO,ATTICO,-0049,-49.0,Scr. in Formiano xv K. Apr. a. 705 (49) .
ad_atticum,,11,CICERO,ATTICO,,,Scr. in Formiano xiii K. Apr. a. 705(49).
ad_atticum,,11A,CICERO IMP.,salutem dicit CAESARI IMP,,,Scr. in Formiano v K. Apr. a. 705 (49).
ad_atticum,,12,CICERO,ATTICO,,,Scr. in Formiano xiii K. Apr. a. 705 (49).
ad_atticum,,13,CICERO,ATTICO,-0049,-49.0,Scr. in Formiano ix K. Apr. a. 705 (49) .
ad_atticum,,13A,BALBVS,CICERONI,,,Scr. Romae circ. x K. Apr. 705 (49).
ad_atticum,,14,CICERO,ATTICO,,,Scr. in Formiano viii K. Apr. a. 705 (49).
ad_atticum,,15,CICERO,ATTICO,,,Scr. in Formiano viii K. Apr. a. 70; (49).
ad_atticum,,16,CICERO,ATTICO,,,Scr. in Formiano vii K. Apr. a. 705 (49).
ad_atticum,,17,CICERO,ATTICO,,,Scr. in Formiano vi K. Apr. a. 705 (49).
ad_atticum,,18,CICERO,ATTICO,-0049,-49.0,Scr. Arpini v K. Apr. a. 705 (49) .
ad_atticum,,19,CICERO,ATTICO,,,Scr. Arpini. prid. K. Apr. a. 705 (49).
ad_atticum,,1,CICERO,ATTICO,,,Scr. in Laterio Quinti fratris iii Non. Apr. a. 705 (49).
ad_atticum,,2,CICERO,ATTICO,-0049,-49.0,Scr. in Arcano Quinti fratris postr. Non. Apr. a. 705 (49) .
ad_atticum,,3,CICERO,ATTICO,,,Scr. in Arcano vii Id. Apr. a. 705 (49).
ad_atticum,,3A,CICERO,ATTICO,,,Scr. in Arcano vii Id. Apr. a. 705 (49).
ad_atticum,,4,CICERO,ATTICO,,,Scr. in Cumano xvii K. Mai. a. 705 (49).
ad_atticum,,5,CICERO,ATTICO,-0049,-49.0,Scr. in Cumano xv K. Mai. a. 705 (49) .
ad_atticum,,6,CICERO,ATTICO,-0049,-49.0,Scr. in Cumano medio m. Apr. a. 705 (49) .
ad_atticum,,7,CICERO,ATTICO,,,Scr. in Cumano circ. ix K. Mai. a. 705 (49).
ad_atticum,,8,CICERO,ATTICO,,,Scr. in Cumano vi Non. Mai. a. 705 (49).
ad_atticum,,8A,ANTONIVS,TRIB.,-0049,-49.0,Scr. circa finem m. Apr. a. 705 (49) .
ad_atticum,,8B,CAESAR,IMP.,-0049,-49.0,Scr. ex itinere xv K. Maias a. 705 (49) .
ad_atticum,,9,CICERO,ATTICO,,,Scr. in Cumano v Non. Mai. a. 705 (49)
ad_atticum,,9A,CAELIVS,CICERONI,,,Scr. Intimili xv K. Mai. a. 705 (49). = ad fam. 8.16.
ad_atticum,,10,CICERO,ATTICO,,,Scr. in Cumano v Non. Mai. a. 705 (49).
ad_atticum,,11,CICERO,ATTICO,,,Scr. in Cumano iv Non. Mai. a. 705 (49).
ad_atticum,,12,CICERO,ATTICO,,,Scr. in Cumano iii Non. Mai. a. 705(49).
ad_atticum,,12A,CICERO,ATTICO,,,Scr. in Cumano prid. Non. Mai. a. 705(49).
ad_atticum,,13,CICERO,ATTICO,-0049,-49.0,Scr. in Cumano Nou. Mai. a. 705 (49) .
ad_atticum,,14,CICERO,ATTICO,,,Scr. in Cumano viq i Id. Mai. a. 705 (49).
ad_atticum,,15,CICERO,ATTICO,,,Scr. in Cumano iv Id. Mai. a. 705 (49).
ad_atticum,,16,CICERO,ATTICO,,,Scr. in Cumano prid. Id. Mai. a. 705 (49).
ad_atticum,,17,CICERO,ATTICO,,,Scr. in Cumano xvii K. Iun. a. 705(49).
ad_atticum,,18,CICERO,ATTICO,,,Scr. in Cumano xiv aut xiii K. Iun. a. 705 (49).
ad_atticum,,1,CICERO,ATTICO,-0048,-48.0,"Scr. in Epiro inter Non. et Id. Ian., ut videtur, a. 706 (48) ."
ad_atticum,,2,CICERO,ATTICO,-0048,-48.0,"Scr. in Epiro aliquanto post Non. Febr., ut videtur, a. 706 (48) ."
ad_atticum,,3,CICERO,ATTICO,,,Scr. in castris Pompe i Id. Iun. a. 706 (48).
ad_atticum,,4,CICERO,ATTICO,,,Scr. in castris Pompe i Id. Quint. a. 706 (48).
ad_atticum,,4A,CICERO,ATTICO,-0048,-48.0,Scr. Dyrrhachi inter xvi et xii K. Quint. a. 706 (48) .
ad_atticum,,5,CICERO,ATTICO,,,Scr. Brundi%si pr. Non. Nov. a. 706 (48).
ad_atticum,,6,CICERO,ATTICO,,,Scr. Brundisi iv K. Dec. a. 706 (48).
ad_atticum,,7,CICERO,ATTICO,,,Scr. Brundisi xiv Kal. Ian. a. 706 (48).
ad_atticum,,8,CICERO,ATTICO,,,Scr. Brundisi x iiii K. Ian. a. 706 (48).
ad_atticum,,9,CICERO,ATTICO,,,Scr. Brundisi iii Non. Ian. a. 707 (47).
ad_atticum,,10,CICERO,ATTICO,-0047,-47.0,Scr. Brundisi xii K. Febr. a. 707 (47) .
ad_atticum,,11,CICERO,ATTICO,,,Scr. Brundisi vir i Id. Mart. a. 707 (47).
ad_atticum,,12,CICERO,ATTICO,,,Scr. Brundisi viii Id. Mart. a. 707 (47).
ad_atticum,,13,CICERO,ATTICO,-0047,-47.0,Scr. Brundisi circ. med. m. Mart. a. 707 (47) .
ad_atticum,,14,CICERO,ATTICO,,,Scr. Brundisii circ. vi K. Mai. a. 707 (47).
ad_atticum,,15,CICERO,ATTICO,,,Scr. Brundisi prid. Id. Mai. a. 707 (47).
ad_atticum,,16,CICERO,ATTICO,-0047,-47.0,Scr. Brundisi. iii Nou. luot. a. 707 (47) .
ad_atticum,,17,CICERO,ATTICO,-0047,-47.0,Scr. Brundisi prid. Id. aut Id. Iun. a. 707 (47) .
ad_atticum,,17A,CICERO,ATTICO,,,Scr. Brundisi xvii K. Quint. a. 707 (47).
ad_atticum,,18,CICERO,ATTICO,,,Scr. Brundisi xii K. Quint. a. 707 (47).
ad_atticum,,19,CICERO,ATTICO,-0047,-47.0,Scr. Brundisi xi K. Sext. a. 707 (47) .
ad_atticum,,20,CICERO,ATTICO,,,Scr. Brundisi xvi K. Sept. a. 707 (47).
ad_atticum,,21,CICERO,ATTICO,,,Scr. Brundisii vi aut v K. Sept. a. 707 (47).
ad_atticum,,22,CICERO,ATTICO,-0047,-47.0,"Scr. Brundisi circ. K. Sept., ut videtur, a. 707 (47) ."
ad_atticum,,23,CICERO,ATTICO,,,Scr. Brundisi vii Id. Quint. a. 707 (47).
ad_atticum,,24,CICERO,ATTICO,,,Scr. Brundisi viii Id. Sext. a. 707 (47).
ad_atticum,,25,CICERO,ATTICO,,,Scr. Brundisi iii Non. Quint. a. 707 (47).
ad_atticum,,1,CICERO,ATTICO,,,Scr. in Arpinati viii K. Dec. a. 708 (46).
ad_atticum,,2,CICERO,ATTICO,-0046,-46.0,Scr. Romae ante med. m. Apr. a. 708 (46) .
ad_atticum,,3,CICERO,ATTICO,,,Scr. in Tusculano iii Id. Iun. a. 708 (46).
ad_atticum,,4,CICERO,ATTICO,,,Scr. in Tusculano xvii K. Quint. a. 708 (46).
ad_atticum,,5,CICERO,ATTICO,-0046,-46.0,Scr. in Tusculano in m. Quint. a. 708 (46) .
ad_atticum,,5A,CICERO,ATTICO,,,Scr. in Tusculano prid. K. Iun. a. 709 (45).
ad_atticum,,5B,CICERO,ATTICO,,,Scr. in Tusculano i aut ii Id. Iun. a. 709 (45).
ad_atticum,,5C,CICERO,ATTICO,,,Scr. in Tusculano prid. Id. Iun. a. 708 (46).
ad_atticum,,6,CICERO,ATTICO,-0046,-46.0,Scr. in Tusculano in interc. post a. 708 (46) .
ad_atticum,,7,CICERO,ATTICO,-0046,-46.0,Scr. in Tusculano m. interc. post a. 708 (46) .
ad_atticum,,8,CICERO,ATTICO,-0046,-46.0,Scr. in Tusculano m. interc. post a. 708 (46) .
ad_atticum,,9,CICERO,ATTICO,,,Scr. Asturae vi K. Sext. a. 709 (45).
ad_atticum,,10,CICERO,ATTICO,,,Scr. Asturae v K. Sext. a. 709 (45).
ad_atticum,,11,CICERO,ATTICO,-0046,-46.0,Scr. in Tusculano m. interc. post. a. 708 (46) .
ad_atticum,,12,CICERO,ATTICO,,,Scr. Asturae xvii K. Apr. a. 709 (45).
ad_atticum,,13,CICERO,ATTICO,-0045,-45.0,Scr. Asturae Non. Mart. a. 709 (45) .
ad_atticum,,14,CICERO,ATTICO,,,Scr. Asturae viii Id. Mart. a. 709 (45).
ad_atticum,,15,CICERO,ATTICO,,,Scr. Asturae vii Id. Mart. a. 709 (45).
ad_atticum,,16,CICERO,ATTICO,,,Scr. Asturae vi Id. Mart. a. 709 (45).
ad_atticum,,17,CICERO,ATTICO,,,Scr. Asturae iv Id. Mart. a. 709 (45).
ad_atticum,,18,CICERO,ATTICO,,,Scr. Asturae v Id. Mart. a. 709 (45).
ad_atticum,,18A,CICERO,ATTICO,,,Scr. Asturae iii Id. Mart. a. 709 (45).
ad_atticum,,19,CICERO,ATTICO,,,Scr. Asturae prid. Id. Mart. a. 709 (45).
ad_atticum,,20,CICERO,ATTICO,-0045,-45.0,Scr. Asturae Id. Mart. a. 709 (45) .
ad_atticum,,21,CICERO,ATTICO,,,Scr. Asturae xvi K. Apr. a. 709 (45).
ad_atticum,,22,CICERO,ATTICO,,,Scr. Asturae xv K. Apr. a. 709 (45).
ad_atticum,,23,CICERO,ATTICO,-0045,-45.0,Scr. Asturae xiv K. Apr. a. 709 (45) .
ad_atticum,,24,CICERO,ATTICO,,,Scr. Asturae xiii K. Apr. a. 709 (45).
ad_atticum,,25,CICERO,ATTICO,,,Scr. Asturae xi K. Apr. a. 709 (45).
ad_atticum,,26,CICERO,ATTICO,,,Scr. Asturae xi K. Apr. a. 709 (45).
ad_atticum,,27,CICERO,ATTICO,,,Scr. Asturae x K. Apr. a. 709 (45).
ad_atticum,,28,CICERO,ATTICO,-0045,-45.0,Scr. Asturae ix K. Apr. a. 709 (45) .
ad_atticum,,29,CICERO,ATTICO,,,Scr. Asturae viii K. Apr. a. 709 (45).
ad_atticum,,30,CICERO,ATTICO,-0045,-45.0,Scr. Asturae vi Id. Apr. a. 709 (45) .
ad_atticum,,31,CICERO,ATTICO,-0045,-45.0,Scr. Asturae iv. K. Apr. a. 709 (45) .
ad_atticum,,32,CICERO,ATTICO,,,Scr. Asturae v K. Apr. a. 709 (45).
ad_atticum,,33,CICERO,ATTICO,,,Scr. Asturae vii K. Apr. a. 709 (45).
ad_atticum,,34,CICERO,ATTICO,,,Scr. Asturae iii K. Apr. a. 709 (45).
ad_atticum,,35,CICERO,ATTICO,,,Scr. fort. in suburbano Siccae K. vesp. aut mane vi Non. Mai. a. 709 (45).
ad_atticum,,36,CICERO,ATTICO,,,Scr. Asturae v Non. Mai. a. 709 (45).
ad_atticum,,37,CICERO,ATTICO,,,Scr. Asturae iv Non. Mai. a. 709 (45).
ad_atticum,,37A,CICERO,ATTICO,,,Scr. Asturae iii Non. Mai. a. 709 (45).
ad_atticum,,38,CICERO,ATTICO,,,Scr. Asturae prid. Non. Mai. a. 709 (45).
ad_atticum,,38A,CICERO,ATTICO,-0045,-45.0,Scr. Asturae Non. Mai. a. 709 (45) .
ad_atticum,,39,CICERO,ATTICO,,,Scr. Asturae viii Id. Mai. a. 709 (45).
ad_atticum,,40,CICERO,ATTICO,,,Scr. Asturae vii Id. Mai. a. 709 (45).
ad_atticum,,41,CICERO,ATTICO,,,Scr. Asturae v Id. Mai. a. 709 (45).
ad_atticum,,42,CICERO,ATTICO,,,Scr. Asturae vi Id. Mai. a. 709 (45).
ad_atticum,,43,CICERO,ATTICO,,,Scr. Asturae iv Id. Mai. a. 709 (45).
ad_atticum,,44,CICERO,ATTICO,,,Scr. Asturae iii Id. Mai. a. 709 (45).
ad_atticum,,45,CICERO,ATTICO,,,Scr. in Tusculano xvi K. Iun. a. 709 (45).
ad_atticum,,46,CICERO,ATTICO,-0045,-45.0,Scr. Asturae ld. Mai. a. 709 (45) .
ad_atticum,,47,CICERO,ATTICO,,,Scr. Lanuvi xvii K. Iun. a. 709 (45).
ad_atticum,,48,CICERO,ATTICO,,,Scr. Lanuvi xvi K. Iun. mane a. 709 (45).
ad_atticum,,49,CICERO,ATTICO,,,Scr. in Tusculano xiv K. Iun. a. 709 (45).
ad_atticum,,50,CICERO,ATTICO,-0045,-45.0,Scr. in Tusculano xv K. Iun. a. 709 (45) .
ad_atticum,,51,CICERO,ATTICO,-0045,-45.0,Scr. in Tusculano xiii K. luit. a. 709 (45) .
ad_atticum,,52,CICERO,ATTICO,,,Scr. in Tusculano xii K. Iun. a. 709 (45).
ad_atticum,,53,CICERO,ATTICO,,,Scr. in Tusculano xi K. Iun. a. 709 (45).
ad_atticum,,1,CICERO,ATTICO,,,Scr. in Tusculano x K. Iun. a. 709 (45).
ad_atticum,,2,CICERO,ATTICO,-0045,-45.0,Scr. in Tusculano ix K. Iun. a. 709 (45) .
ad_atticum,,2A,CICERO,ATTICO,,,Scr. in Tusculano vi K. Iun. a. 709 (45).
ad_atticum,,2B,CICERO,ATTICO,,,Scr. in Tusculano iv K. Iun. a. 709 (45).
ad_atticum,,3,CICERO,ATTICO,,,Scr. in Tusculano iii K. Iun. a. 709 (45).
ad_atticum,,4,CICERO,ATTICO,-0045,-45.0,Scr. in Tusculano K. Iun. a. 709 (45) .
ad_atticum,,5,CICERO,ATTICO,,,Scr. in Tusculano iv Non. Iun. a. 709 (45).
ad_atticum,,6,CICERO,ATTICO,-0045,-45.0,"Scr. Asturae med. m. Mart., ut videtur, a. 709 (45) ."
ad_atticum,,6A,CICERO,ATTICO,,,Scr. in Tusculano prid. Non. Iun. 709 (45).
ad_atticum,,7,CICERO,ATTICO,,,Scr. in Tusculano v Id. Iun. a. 709 (45).
ad_atticum,,7A,CICERO,ATTICO,,,Scr. in Tusculano iv Id. Iun. a. 709 (45).
ad_atticum,,8,CICERO,ATTICO,,,Scr. in Tusculano vi Id. Iun. a. 709 (45).
ad_atticum,,9,CICERO,ATTICO,-0045,-45.0,Scr. in Tusculano xttv K. Quint. a. 709 (45) .
ad_atticum,,10,CICERO,ATTICO,,,Scr. in Tusculano inter a. d. xiiii et xi K. Quint. a. 709 (45).
ad_atticum,,11,CICERO,ATTICO,,,Scr. in Arpinati ix K. Quint. a. 709 (45).
ad_atticum,,12,CICERO,ATTICO,,,Scr. in Arpinati vh i K. Quint. a. 709 (45).
ad_atticum,,13,CICERO,ATTICO,,,Scr. in Arpinati vi K. Quint. a. 709 (45).
ad_atticum,,14,CICERO,ATTICO,-0045,-45.0,Scr. in Arpinati v K. Quint. a. 709 (45) .
ad_atticum,,16,CICERO,ATTICO,-0045,-45.0,Scr. in Arpinati iv K. Quint. a. 709 (45) .
ad_atticum,,17,CICERO,ATTICO,,,Scr. in Arpinati iii K. Quint. a. 709 (45).
ad_atticum,,19,CICERO,ATTICO,-0045,-45.0,Scr. in Arpinati prid. K. Quint. a. 709 (45) .
ad_atticum,,20,CICERO,ATTICO,,,Scr. in Arpinati vi aut v Non. Quint. a. 709 (45).
ad_atticum,,21,CICERO,ATTICO,,,Scr. Asturae iv K. Sext. a. 709 (45).
ad_atticum,,21A,CICERO,ATTICO,-0045,-45.0,Scr. in Arpinati prid. K. aut K. Quint. a. 709 (45) .
ad_atticum,,22,CICERO,ATTICO,,,Scr. in Arpinati iv Non. Quint. a. 709 (45).
ad_atticum,,23,CICERO,ATTICO,,,Scr. in Tusculano vi Id. Quint. a. 709 (45).
ad_atticum,,24,CICERO,ATTICO,,,Scr. in Tusculano v Id. Quint. a. 709 (45).
ad_atticum,,25,CICERO,ATTICO,,,Scr. in Tusculano iv Id. Quint. a. 709 (45).
ad_atticum,,26,CICERO,ATTICO,,,Scr. in Tusculano prid. Id. Mai. a. 709 (45).
ad_atticum,,27,CICERO,ATTICO,,,Scr. in Tusculano viii K. Iun. a. 709 (45).
ad_atticum,,28,CICERO,ATTICO,-0045,-45.0,Scr. in Tusculano Vii. K. Iun. a. 709 (45) .
ad_atticum,,29,CICERO,ATTICO,,,Scr. in Tusculano vi K. Iun. a. 709 (45).
ad_atticum,,30,CICERO,AT,,,Scr. in Tusculano post op xxxi v K. Iun. a. 709 (45).
ad_atticum,,31,CICERO,ATTICO,,,Scr. in Tusculano v K. Iun. a. 709 (45).
ad_atticum,,32,CICERO,ATTICO,,,Scr. in Tusculano iv K. Iun. a. 709 (45).
ad_atticum,,33,CICERO,ATTICO,,,Scr. in Tusculano iii Non. Iun. a. 709 (45).
ad_atticum,,33A,CICERO,ATTICO,-0045,-45.0,Scr. in Tusculano vii. Id. Quint. a. 709 (45) .
ad_atticum,,34,CICERO,ATTICO,,,Scr. Asturae vi K. Sext. a. 709 (45).
ad_atticum,,35,CICERO,ATTICO,,,Scr. in Tusculano iii Id. Quint. a. 709 (45).
ad_atticum,,37,CICERO,ATTICO,,,Scr. in Tusculano iv Non. Sext. a. 709 (45).
ad_atticum,,38,CICERO,ATTICO,,,Scr. in Tusculano circ. prid. Non. Sext. a. 709 (45).
ad_atticum,,39,CICERO,ATTICO,-0045,-45.0,Scr. in Tusculano m. Non. Sext. a. 709 (45) .
ad_atticum,,40,CICERO,ATTICO,,,Scr. in Tusculano vii aut vi Id. Sext. a. 709 (45).
ad_atticum,,41,CICERO,ATTICO,,,Scr. in Tusculano vi aut v Id. Sext. a. 709 (45).
ad_atticum,,42,CICERO,ATTICO,-0045,-45.0,Scr. in Tusculano ex. m. Dec. a. 709 (45) .
ad_atticum,,43,CICERO,ATTICO,,,Scr. in Tusculano prid. Id. Quint. a. 709 (45).
ad_atticum,,44,CICERO,ATTICO,,,Scr. in Tusculano xiii aut xii K. Sext. a. 709 (45).
ad_atticum,,45,CICERO,ATTICO,,,Scr. in Tusculana iii Id. Sext. a. 709 (45).
ad_atticum,,46,CICERO,ATTICO,,,Scr. ia Tusculano prid. Id. Sext. a. 709 (45).
ad_atticum,,47,CICERO,ATTICO,-0045,-45.0,Scr. in Tusculano Id. Sext. a. 709 (45) .
ad_atticum,,47A,CICERO,ATTICO,-0045,-45.0,Scr. Asturae ih. K. SexA a. 709 (45) .
ad_atticum,,48,CICERO,ATTICO,-0045,-45.0,Scr. in Tusculano t%u Non. Sext. a. 709 (45) .
ad_atticum,,49,CICERO,ATTICO,,,Scr. in Tusculano circ xiii K. Sept. a. 709 (45).
ad_atticum,,50,CICERO,ATTICO,,,Scr. in Tusculano circ. xi K. Sept. a. 709 (45).
ad_atticum,,51,CICERO,ATTICO,,,Scr. in Tusculano ix K. Sept. a. 709 (45).
ad_atticum,,52,CICERO,ATTICO,,,Scr. in Puteolano xiv K. Ian. a. 709 (45).
ad_atticum,,1,CICERO,ATTICO,,,Scr. in suburbano Mati vii Id. Apr. a. 710 (44).
ad_atticum,,2,CICERO,ATTICO,,,Scr. in suburbano Mati vi Id. Apr. a. 710 (44).
ad_atticum,,3,CICERO,ATTICO,,,Scr. in Tusculano v Id. Apr. a. 710 (44).
ad_atticum,,4,CICERO,ATTICO,,,Scr. Lanuvi iv Id. Apr. a. 710 (44).
ad_atticum,,5,CICERO ATTICO,,-0044,-44.0,Scr. Asturae it Id. Apr. a. 710 (44) .
ad_atticum,,6,CICERO ATTICO,,,,Scr. Fundis prid. Id. Apr. a. 710 (44).
ad_atticum,,7,CICERO,ATTICO,,,Scr. in Formiano xvii K. Mai. a. 710 (44).
ad_atticum,,8,CICERO,ATTICO,,,Scr. in Sinuessano xvii K. Mai. a. 710 (44).
ad_atticum,,9,CICERO,ATTICO,,,Scr. in Cumano xv K. Mai. a. 710 (44).
ad_atticum,,10,CICERO,ATTICO,,,Scr. in Cumano xiii K. Mai. a. 710 (44).
ad_atticum,,11,CICERO,ATTICO,,,Scr. in Cumano xi K. Mai. a. 710 (44).
ad_atticum,,12,CICERO,ATTICO,,,Scr. Puteoli x K. Mai. a. 710 (44).
ad_atticum,,13,CICERO,ATTICO,,,Scr. in Cumano vi K. Mai. a. 710 (44).
ad_atticum,,13A,ANTONIVS COS.,M. CICERONI,,,Scr. Romae inter a. d. x et vii K. Mai. a. 710 (44).
ad_atticum,,13B,CICERO ANTONIO COS.,,,,Scr. in Cumano vi K. Mai. a. 710 (44).
ad_atticum,,14,CICERO ATTICO,,,,Scr. in Cumano a. d. v K. Mai. a. 710 (44).
ad_atticum,,15,CICERO,ATTICO,-0044,-44.0,Scr. in Cumano K. Mart. a. 710 (44) .
ad_atticum,,16,CICERO,ATTICO,,,Scr. in Puteolano sive hortis Cluvianis v Non. Mai. a. 710 (44).
ad_atticum,,17,CICERO,ATTICO,,,Scr. in Pompeiano iv Non. Mai. a. 710 (44).
ad_atticum,,17A,CICERO,DOLABELLAE,-0044,-44.0,Scr. in Pompeiano v Nou. Mai. a. 710 (44) . =ad fam. 9.14.
ad_atticum,,18,CICERO,ATTICO,,,Scr. in Pompeiano vii Id. Mai. a. 710 (44).
ad_atticum,,19,CICERO,ATTICO,,,Scr. in Pompeiano vh i Id. Mai. 710 (44).
ad_atticum,,20,CICERO,ATTICO,,,Scr. in Puteolano v Id. Mai a. 7Z0 (44).
ad_atticum,,21,CICERO,ATTICO,,,Scr. in Puteolano v Id. Mai. a. 710 (44).
ad_atticum,,22,CICERO,ATTICO,,,Scr. in Puteolano prid. Id. Mai. a. 710 (44).
ad_atticum,,1,CICERO,ATTICO,,,Scr. in Puteolano xvi K. Iun. a. 710 (44).
ad_atticum,,1A,CICERO,ATTICO,,,Scr. in Sinuessano xv K. Iun. a. 710 (44).
ad_atticum,,2,CICERO,ATTICO,,,Scr. in Vescino xv K. Iun. a. 710 (44).
