corpus,book_n,letter_n,sender,recipient,date_when,year,dateline
ad_familiares,13,45,CICERO,APPVLEIO,,,Scr. Romae eod. fere a. quo ep. xliv.
ad_familiares,13,46,CICERO,APPVLEIO,,,Scr. Romae eod. fere anno quo ep. xlv.
ad_familiares,13,47,CICERO,SILIO,-0051,-51.0,"Scr., ut videtur, ex. m. Martio a. 701 (51) ."
ad_familiares,13,48,CICERO C. SEXTILIO RVFO QVAESTORI,,-0047,-47.0,"Scr. Romae, ut videtur, autumno anni 707 (47) ."
ad_familiares,13,159,CICERO,CVRIO,-0047,-47.0,Scr. Romae inter med. ut Oct. a. 707 (47) et 5 Id. Mart. a. 710 (44).
ad_familiares,13,50,CICERO,ACILIO,-0044,-44.0,Scr. Romae in. m. Ian. a. 710 (44) . .
ad_familiares,13,51,CICERO P. CAESIO,,-0056,-56.0,"Scr. loco et anno incerto, fortasse ante 698 (56) ."
ad_familiares,13,52,CICERO,REGI,-0046,-46.0,Scr. Romae circ. med. m. Sept. a. 708 (46) .
ad_familiares,13,53,CICERO,THERMO,-0050,-50.0,"Scr. in Cilicia vel ex. a. 70 (51) vel in. a. 704 (50) , ut videtur."
ad_familiares,13,54,CICERO,THERMO,,,Scr. Laudiceae inter a. d. iii Id. Febr. et m. Apr. a. 704 (50).
ad_familiares,13,55,CICERO,THERMO,,,"Scr. ut videtur, paulo ante ep. liii."
ad_familiares,13,56,CICERO,THERMO,,,"Scr., ut videtur, paulo post ep. liii."
ad_familiares,13,57,CICERO,THERMO,-0050,-50.0,Scr. Laudiceae in. m. Apr. a. 704 (50) .
ad_familiares,13,58,M.,CICERO,,,Scr. fortasse Laudiceae post a. d. iii Id. Febr. a. 704 (50).
ad_familiares,13,59,M.,CICERO,,,Scr. Laudiceae post a. d. iii Id. Febr. a. 704 (50).
ad_familiares,13,60,M.,CICERO,-0046,-46.0,Scr. Romae post reditum fortasse ex. a. 698 (46) .
ad_familiares,13,61,M. CICERO,P. SILIO PROPR,,,Scr. fere eod. temp. quo ep. liii.
ad_familiares,13,62,M. CICERO,N SILIO PROPR,,,Scr. paulo post ep. 1xi ut videtur.
ad_familiares,13,63,M. CICERO,P. SILIO PROPR,,,Scr. foetasse Laudiceae post a. d. iii Id. Febr. a. 704 (50).
ad_familiares,13,64,M. CICERO,P. SILIO PROPR,,,Scr. paulo post ep. lxii.
ad_familiares,13,65,M. CICERO,P. SILIO PROPS,,,Scr. paulo post ep. lxiv.
ad_familiares,13,66,M.,CICERO,-0045,-45.0,Scr. Romae vel ex. m. Ian. vel in. Febr. a. 709 (45) .
ad_familiares,13,67,M.,CICERO,-0046,-46.0,"Scr. Romae, ut videtur. a. 708 (46) ."
ad_familiares,13,68,M.,TVLLIVS,-0046,-46.0,Scr. Romae circ. med. in. Sept. a. 708 (46) .
ad_familiares,13,69,CICERO,P.,-0046,-46.0,"Scr. Romae, ut videtur, a. 708 (46) ."
ad_familiares,13,70,M.,CICERO,-0046,-46.0,"Scr. Romae, ut videtur, a. 708 (46) ."
ad_familiares,13,71,M. CICERO,P. SERVILIO CONLEGAE,-0046,-46.0,"Scr. Romae, ut videtur, a. 708 (46) ."
ad_familiares,13,72,M.,CICERO,-0046,-46.0,"Scr. Romae, ut videtur, a. 708 (46) ."
ad_familiares,13,73,M.,CICERO,,,Scr. Romae anno post ep. irxiv.
ad_familiares,13,74,M.,CICERO,,,Scr. Romae eod. temp. quo ep. xliv.
ad_familiares,13,75,M. CICERO T. TITIO T. F. LEG.,,-0052,-52.0,Scr. Romae vel ex. a. 702 (52) vel in. a. 703 (51).
ad_familiares,13,76,M. CICERO IIII VIRIS ET DECVRIONIBVS,,,,Scr. Romae anno incerto fort. 691 (6j).
ad_familiares,13,77,M. CICERO,n SVLPICIO IMfl,-0046,-46.0,Scr. Romae mense intere. pr. a. 708 (46) .
ad_familiares,13,78,M.,CICERO,-0046,-46.0,Scr. Romae in. a. 708 (46) .
ad_familiares,13,79,M.,CICERO,-0046,-46.0,Scr. Romae in. a. 708 (46) .
ad_familiares,14,1,"TVLLIVS TERENTIAE SVAE, TVLLIOLAE SVAE, CICERONI SVO",,,,Scr. Dyrrhachi a. d. vi K. Dec. a. 696 (48).
ad_familiares,14,2,TVLLIVS,TERENTIAE SVAE ET TVLLIOLAE ET CICERONI SVIS,-0058,-58.0,Scr. Thessalonicae a. d. iii Noti. Oct. a. 696 (58) .
ad_familiares,14,3,TVLLIVS,TERENTIAE SVAE ET TVLLIAE ET CICERONI,,,Scr. Dyrrhachi pr. K. Dec. a. 696 (58).
ad_familiares,14,4,TVLLIVS,TERENTIAE ET TVLLIAE ET CICERONI SVIS,,,Scr. Brundisi pr. K. Mart. a. 696 (58).
ad_familiares,14,5,TVLLIVS,TERENTIAE SVAE,,,Scr. Athenis a. d. xvii K. Novemb. a. 704 (50).
ad_familiares,14,6,SVIS,,,,Scr. Dyrrhach i Id. Quint. a. 706 (48).
ad_familiares,14,7,TVLLIVS,TERENTIAE,-0049,-49.0,Scr. in portu Caietano nave conscensa vii ld. Iun. a. 705 (49) .
ad_familiares,14,8,TVLLIVS,TERENTIAE,,,Scr. Brundisi a. d. iv Non. Iun. a. 707 (47).
ad_familiares,14,9,TVLLIVS,TERENTIAE,,,Scr. Brundisi a. 706 (48) a. d. xvi K. Ian.
ad_familiares,14,10,TVLLIVS,TERENTIAE 5VAE,,,Scr. Brindisi vii Id. Quint. a. 707 (47).
ad_familiares,14,11,TVLLIVS,TERENTIAE SVAE,,,Scr. Brundisi xvii K. Quint. a. 707 (47).
ad_familiares,14,12,TVLLIVS TERENTIAE SVAE,,-0048,-48.0,Scr. Brundisi Non. Novemb. a. 706 (48) .
ad_familiares,14,13,TVLLIVS,TERENTIAE SVAE,,,Scr. Brundisi vi Id. Quint. a. 707 (47).
ad_familiares,14,14,TVLLIVS,TERENTIAE,,,Scr. Menturnis viii K. Febr. a. 705 (49).
ad_familiares,14,15,TVLLIVS,TERENTIAE,,,Scr. Brundisi xii K. Quint. a. 707 (47).
ad_familiares,14,16,TVLLIVS TERENTIAE SVAE,,,,Scr. Brundisi pr. Non. Ian. a. 707 (47).
ad_familiares,14,17,TVLLIVS TERENTIAE SVAE,,,,Scr. Brundisi a. 706 (48) circ. xl i K. Ian.
ad_familiares,14,18,"TVLLIVS TERENTIAE SVAE ET PATER SVAVISSIMAE FILIAE, CICERO MATRI ET SORORI",P,,,Scr. Formi; ix K. Febr. a. 706 (49).
ad_familiares,14,19,TVLLIVS TEREMIAE SVAE,,,,Scr. Brundisi iv K. Dec. a. 706 (48).
ad_familiares,14,20,TVLLIVS,TERENTIAE SVAE,-0047,-47.0,Scr. de Venusino K. Oct. a. 707 (47) .
ad_familiares,14,21,TVLLIVS TERENTIAE SVAE,,,,Scr. Brundisi pauli post a. d. iii Non. Iun. a. 707 (47).
ad_familiares,14,22,TVLLIVS,TERENTIAE SVAE,,,Scr. Brundis i K. Sept. a. 707 (47).
ad_familiares,14,23,TVLLIVS TERENTIAE SVAE,,,,Scr. Brundisi prid. Id. Sext. a. 707 (47).
ad_familiares,14,24,TVLLIVS TERENTIAE SVAE,,,,Scr. Brundisi iii Id. Sext. a. 707 (47). 15
ad_familiares,15,1,M. TVLLIVS M. F. CICERO PROCOS.,"COS. PR., TR. PL., SENATVI",,,Scr. in Cilicia xiii K. Oct. a. 703 (51).
ad_familiares,15,2,M. TVLLIVS M. F. CICERO PROCOS.,"COS. PR., TR. PL., SENATVI",,,Scr. in castris ad Cybistra vel xi vel x K. Oct. a. 703 (51).
ad_familiares,15,3,M. CICERO,M. CATONI,,,Scr. hi castris ad Iconium iii K. Sept. ant paulo post a. 703 (51).
ad_familiares,15,4,M. CICERO IMP.,M. CATONI,-0051,-51.0,Scr. Tarsi vel ex. a. 703 (51) vel in. 704 (50).
ad_familiares,15,5,M. CATO,M. CICERONI IMP,-0050,-50.0,Scr. Romae vel ex. m. Apr. vel in. Mai. a. 704 (50) .
ad_familiares,15,6,M. CICERO,M. CATONI,-0050,-50.0,Scr. Tarsi paulo aitte in K. Sext. a. 704 (50) .
ad_familiares,15,7,M.,CICERO,,,Scr. in itinere per Lycaoniam inter K. Sept. et xi K. Oct. 5 a. 703 (51).
ad_familiares,15,8,M. CICERO PROCOS.,C. MARCELLO CONLEGAE,,,Scr. eodem loco et temp. quo ep. vii.
ad_familiares,15,9,M. CICERO PROCOS.,M. MARCELLO COS,,,Scr. eodem loco et temp. quo ep. vii et viii.
ad_familiares,15,10,M. CICERO IMP.,C. MARCELLO C. R COS,-0051,-51.0,Scr. Tarsi vel ex. a. 703 (51) vel in. 704 (50).
ad_familiares,15,11,M. CICERO IMP.,C. MARCELLO COS,,,Scr. eodem loco et temp. quo ep. vi.
ad_familiares,15,12,M. CICERO PROCOS.,L. PAVLLO COS. DESIG,,,"Scr. eodem loco et temp. quo ep. vii, viii ix."
ad_familiares,15,13,M. CICERO IMP.,L. PAVLLO COS,,,Scr. eodem loco et tempore quo ep. iv et x
ad_familiares,15,14,M. CICERO IMP.,C. CASSIO PROQ,-0051,-51.0,Scr. in castris ad Aras Alexandri (Cf 4.9) med. ut Oct. a. 703 (51) .
ad_familiares,15,15,M. CICERO,C. CASSIO,-0047,-47.0,Scr. Brundisii circ. med. m. Sext. a. 707 (47) .
ad_familiares,15,16,M. CICERO,C. CASSIO,-0045,-45.0,Scr. Romae ante mcd. m. Ian. a. 709 (45) .
ad_familiares,15,17,M.,CICERO,,,Scr. Romae iii K. Ian. aut paulo post a. 708 (46).
ad_familiares,15,18,M. CICERO,C. CASSIO,-0046,-46.0,Scr. Romae circ. med. m. Dec. a. 708 (46) .
ad_familiares,15,19,C. CASSIVS,M. CICERONI,-0045,-45.0,Scr. Brundisi ex. m. Ian. a. 709 (45) .
ad_familiares,15,20,M. CICERO,C. TREBONIO,-0044,-44.0,Scr. Romae (?) m. Apr. 710 (44) .
ad_familiares,15,21,M. CICERO,C. TREBONIO,-0047,-47.0,Scr. Romae fort. ex. ann. 707 (47) . .
ad_familiares,16,1,TVLLIVS,TIRONI,,,Scr. in itinere Patris Alyziam iii Non. Nov. a. 704 (50).
ad_familiares,16,2,TVLLIVS,TIRONI,-0050,-50.0,Scr. Alyziae Non. Nov. a. 704 (50) .
ad_familiares,16,3,TVLLIVS ET CICERO TIRONI SVO,ET Q. PATER ET FILIVS,,,Scr. Alyziae a. d. viii Id. Nov. a. 704 (50).
ad_familiares,16,4,TVLLIVS,TIRONI,,,Scr. Leucade vii Id. Nov. a. 704 (50).
ad_familiares,16,5,TVLLIVS,ET,,,Scr. Leucade vii Id. Nov. a. 704 (50).
ad_familiares,16,6,TVLLIVS,ET,,,Scr. Acti vii Id. Nov. a. 704 (50).
ad_familiares,16,7,TVLLIVS ET CICERO,TIRONI SVO,,,Scr. Corcyrae xv K. Dec. a. 704 (50).
ad_familiares,16,8,Q. CICERO TIRONI,,-0049,-49.0,Scr. in Campania vel ex. m. Ian. vel Febr. a. 705 (49) .
ad_familiares,16,9,TVLLIVS,ET,,,Scr. Brundisi iv K. Dec. a. 704 (50).
ad_familiares,16,10,TVLLIVS,TIRONI,,,Scr. Cumano xv K. Mai a. 701 (53).
ad_familiares,16,11,TVLLIVS,ET,-0049,-49.0,Scr. ad urbem pdd. Id. Ian. a. 705 (49) .
ad_familiares,16,12,TVLLIVS,TIRONI SVO,,,Scr. Capuae iv K. Febr. a. 705 (49).
ad_familiares,16,13,TVLLIVS,TIRONI,,,Scr. in Cumano iv Id. Apr. a. 701 (55).
ad_familiares,16,14,TVLLIVS,TIRONI,,,Scr. in Cumano iii Id. Apr. a. 701(53).
ad_familiares,16,15,TVLLIVS,TIRONI,,,Scr. in Cumano pr. Id. Apr. a. n. c. 701 (53).
ad_familiares,16,16,QVINTVS,MARCO,-0053,-53.0,Scr. in Gallia transalpina ex. m. Maio a. 701 (53) .
ad_familiares,16,17,TVLLIVS,TIRONI,,,Scr. Asturae iv K. Sext. a. 709 (45).
ad_familiares,16,18,TVLLIVS,TIRONI,-0047,-47.0,Scr. Romae inter med. m. Oct. a. 707 (47) et Id. Mai. a. 710 (44).
ad_familiares,16,19,TVLLIVS,TIRONI,-0045,-45.0,Scr. in Tusculano paulo post in. m. Sext. a. 709 (45) .
ad_familiares,16,20,TVLLIVS,TIRONI,,,Scr. eodem loco et tempore quo ep. xviii.
ad_familiares,16,21,CICERO,F.,-0044,-44.0,Scr. Athenis inter ex. m. Quint. et ex. Oct. a. 710 (44) .
ad_familiares,16,22,TVLLIVS,TIRONI,,,Scr. Asturae vi K. Sext. a. 709 (45).
ad_familiares,16,23,CICERO,TIRONI,,,Scr. in Tusculano v K. Iun. a. 710 (44).
ad_familiares,16,24,TVLLIVS,TIRONI,,,Scr. in Arpinati paulo post a. d. iii Id. Nov. a. 710 (44).
ad_familiares,16,25,CICERO,F.,-0044,-44.0,Scr. Athenis inter med. m. Sept. et Oct. a. 710 (44) .
ad_familiares,16,26,QVINTVS TIRONI SV0 P.,,-0044,-44.0,Scr. loco et mense incerto a. 710 (44) .
ad_familiares,16,27,Q.,CICERO,-0044,-44.0,Scr. loco incerto ex. m. Dec. a. 710 (44) .
ad_atticum,,1,CICERO,ATTICO,-0065,-65.0,Scr. Romae m. Quint. a. 689 (65) .
ad_atticum,,2,CICERO,ATTICO,-0065,-65.0,Scr. Romae paulo post ep. 1 a. 689 (65) .
ad_atticum,,3,CICERO,ATTICO,-0067,-67.0,Scr. Romae ex. a. 687 (67) .
ad_atticum,,4,CICERO,ATTICO,-0066,-66.0,Scr. Romae in a. 688 (66) .
ad_atticum,,5,CICERO,ATTICO,-0067,-67.0,Scr. Romae initio anni 687 (67) .
ad_atticum,,6,CICERO,ATTICO,-0067,-67.0,Scr. Romae ex. m. Ian. a. 687 (67) .
ad_atticum,,7,CICERO,ATTICO,-0067,-67.0,Scr. Romae ante Id. Febr. 687 (67) .
ad_atticum,,8,CICERO,ATTICO,-0067,-67.0,Scr. Romae post Id. Febr. a. 687 (67) .
ad_atticum,,9,CICERO,ATTICO,-0067,-67.0,Scr. Romae m. Mart. aut Apr. a 687 (67) .
ad_atticum,,10,CICERO,ATTICO,-0067,-67.0,Scr. in Tusculano ante m. Quintil. a. 687 (67) .
ad_atticum,,11,CICERO,ATTICO,-0067,-67.0,Scr. Romae m. Quint. ante Sext. a. 687 (67) .
ad_atticum,,12,CICERO,ATTICO,-0061,-61.0,Scr. Romae In Ian. a. 693 (61)
ad_atticum,,13,CICERO,ATTICO,,,Scr. Romae vi K. Febr. a. 695 (61).
ad_atticum,,14,CICERO,ATTICO,-0061,-61.0,Scr. Romae Id. Febr. a. 693 (61)
ad_atticum,,15,CICERO,ATTICO,-0061,-61.0,Scr. Romae Id. Mart. a. 693 (61) .
ad_atticum,,16,CICERO,ATTICO,-0061,-61.0,Scr. Romae in Quint. a. 693 (61) .
ad_atticum,,17,CICERO,ATTICO,-0061,-61.0,Scr. Romae Non. Dec. a. 693 (61) .
ad_atticum,,18,CICERO,ATTICO,,,Scr. vi Kal. Febr. a. 694 (60).
ad_atticum,,19,CICERO,ATTICO,-0060,-60.0,Scr. Romae Id. Mart. a. 694 (60) .
ad_atticum,,20,CICERO,ATTICO,-0060,-60.0,Scr. Romae post iiii Id. Maias a. 694 (60) .
ad_atticum,,1,CICERO,ATTICO,-0060,-60.0,Scr. Romae m. Iun. a. 694 (60) .
ad_atticum,,2,CICERO,ATTICO,-0060,-60.0,"Scr. ad villam m. Dec., a. 694 (60) ."
ad_atticum,,3,CICERO,ATTICO,-0060,-60.0,Scr. ad villam m. Dec. a. 694 (60) .
ad_atticum,,4,CICERO,ATTICO,-0059,-59.0,Scr. Anti medio circ. m. Aprili a. 695 (59) .
ad_atticum,,5,CICERO,ATTICO,-0059,-59.0,Scr. Anti medio m. Apr. a. 695 (59) .
ad_atticum,,6,CICERO,ATTICO,-0059,-59.0,Scr. Anti medio m. Apr. a. 695 (59) .
ad_atticum,,7,CICERO,ATTICO,-0059,-59.0,Scr. Anti medio m. Apr. a. 695 (59) .
ad_atticum,,8,CICERO,ATTICO,-0059,-59.0,Scr. Anti medio m. Apr. a. 695 (59) .
ad_atticum,,9,CICERO,ATTICO,-0059,-59.0,Scr. Anti medio m. Apr. a. 695 (59) .
ad_atticum,,10,CICERO,ATTICO,,,Scr. ab Appi Foro xii K. Apr. a. 695 (59).
ad_atticum,,11,CICERO,ATTICO,,,Scr. in Formiano circ. vi K. Mai. a. 695 (59).
ad_atticum,,12,CICERO,ATTICO,,,Scr. a Tribus Tabernis xiii K. Mai. a. 695 (59).
ad_atticum,,13,CICERO,ATTICO,,,Scr. in Formiano m. Apr. circ. v K. Mai. a. 695 (59).
ad_atticum,,14,CICERO,ATTICO,,,Scr. in Formiano circ. iv K. Mai. a. 695 (59).
ad_atticum,,15,CICERO,ATTICO,,,Scr. in Formiano circ. iii K. Mai. a. 695 (59).
ad_atticum,,16,CICERO,ATTICO,-0059,-59.0,Scr. in Formiano in m. Maio a. 695 (59) .
ad_atticum,,17,CICERO,ATTICO,-0059,-59.0,Scr. in Formiano in m. Mai. a. 695 (59) .
ad_atticum,,18,CICERO,ATTICO,-0059,-59.0,Scr. Romae m. Iun. aut in Quint. a. 695 (59) .
ad_atticum,,19,CICERO,ATTICO,-0059,-59.0,Scr. Romae medio m. Quint. a. 695 (59) .
ad_atticum,,20,CICERO,ATTICO,-0059,-59.0,Scr. Romae in Quint. a. 695 (59) .
ad_atticum,,21,CICERO,ATTICO,,,"Scr. Romae post viii K. Sext. , ante xv K. Nov. a. 695 (59)."
ad_atticum,,22,CICERO,ATTICO,,,"Scr. Romae post viil K. Sext., ante xv K. Nov. a. 69; (59): fort. m. Sext."
ad_atticum,,23,CICERO,ATTICO,,,Scr. Romae ante xv K. Nov. a. 695 (59): fort. medio m. Sext.
ad_atticum,,24,CICERO,ATTICO,,,Scr. Romae ammte xv K. Nov. a. 695 (59): fort. m Sext.
ad_atticum,,25,CICERO,ATTICO,-0059,-59.0,Scr. Romae ante K. a. 695 (59) : fort. m. Oct.
ad_atticum,,1,CICERO,ATTICO,-0058,-58.0,Scr. proficiscens in exsilium in in Apr. a. 696 (58) .
ad_atticum,,2,CICERO,ATTICO,,,Scr. in itinere vi Id. Apr. a. 696 (58).
ad_atticum,,3,CICERO,ATTICO,-0058,-58.0,Scr. Itinere circ. Non. Apr. a. 696 (58) .
ad_atticum,,4,CICERO,ATTICO,-0058,-58.0,Scr. in itinere inter Vibonem et Brundisium post ep. 5 Id. Apr. a. 696 (58) .
ad_atticum,,5,CICERO,ATTICO,,,"Scr. Thuriis iv Id. Apr. , ut videtur, a. 696 (58)."
ad_atticum,,6,CICERO,ATTICO,,,Scr. in Tarentino xiv K. Mai. a. 696 (58).
ad_atticum,,7,CICERO,ATTICO,,,Scr. Brundisii pr. K. Mai. a. 696 (58).
ad_atticum,,8,CICERO,ATTICO,,,Scr. Thessalonicae iv K. Iun. a. 696 (58).
ad_atticum,,9,CICERO,ATTICO,-0058,-58.0,Scr. Thessalonicae Id. Iun. a. 696 (58) .
ad_atticum,,10,CICERO,ATTICO,-0058,-58.0,Scr. Thessalonnicae anno K. Quint. a. 696 (58) .
ad_atticum,,11,CICERO,ATTICO,,,Scr. Thessalonicae iv K. Quint. a. 696 (58).
ad_atticum,,12,CICERO,ATTICO,,,Scr. Thessalonicae xvi Kal. Sext. a. 696 (58).
ad_atticum,,13,CICERO,ATTICO,-0058,-58.0,Scr. Thessalonicae Non. Sext. a. 696 (58) . .
ad_atticum,,14,CICERO,ATTICO,,,Scr. Thessalonicae x K. Sext. a. 696 (58).
ad_atticum,,15,CICERO,ATTICO,,,Scr. Thessalonicae xiv K. Sept. a. 696 (58).
ad_atticum,,16,CICERO,ATTICO,,,Scr. Thessalonicae xii K. Sept. a. 696 (58).
ad_atticum,,17,CICERO,ATTICO,,,Scr. Thessalonicae pr. Nonis Sept. a. 696 (;S).
ad_atticum,,18,CICERO,ATTICO,-0058,-58.0,Scr. Thessalonicae media m. Sept. a. 696 (58) .
ad_atticum,,19,CICERO,ATTICO,,,Scr. Thessalonicae xvi K. Oct. a. 696 (58).
ad_atticum,,20,CICERO,Q. CAECILIO Q. N POMPONIANO ATTICO,,,Scr. Thessalonicae iv Non. Oct. a. 696 (58).
ad_atticum,,21,CICERO,ATTICO,,,Scr. Thessalonicae v K. Nov. a. 696 (58)
ad_atticum,,22,CICERO,ATTICO,,,Scr. partim Thessalonicae partim Dyrrachi vi K. Dec. a. 696 (58).
ad_atticum,,23,CICERO,ATTICO,,,Scr. Dyrrachi pr. K. Dec. a. 696 (58).
ad_atticum,,24,CICERO,ATTICO,-0058,-58.0,Scr. Dyrrachium Id. Dec. a. 696 (58) .
ad_atticum,,25,CICERO,ATTICO,,,"Scr. Dyrrachi m. Dec. a. 696 (58) post iv Id., ante ii K. Ian."
ad_atticum,,26,CICERO,ATTICO,-0057,-57.0,Scr. Dyrrachi m. Ianuario a. 697 (57) .
ad_atticum,,27,CICERO,ATTICO,-0057,-57.0,Scr. Dyrrachi ex. m. Ian. a. 697 (57) .
ad_atticum,,1,CICERO,ATTICO,-0057,-57.0,Scr. Romae med. m. Sept. a. 697 (57) .
ad_atticum,,2,CICERO,ATTICO,-0057,-57.0,Scr. Romae in m. Oct. a. 697 (57) .
ad_atticum,,3,CICERO,ATTICO,,,Scr. Romae vi K. Dec. a. 697 (57).
ad_atticum,,4,CICERO,ATTICO,,,Scr. Romae iii K. Febr. a. 698 (56).
ad_atticum,,4A,CICERO,ATTICO,-0056,-56.0,Scr. in Antiati m. Apr. aut Mai. a. 698 (56) .
ad_atticum,,5,CICERO,ATTICO,-0056,-56.0,Scr. in Antiati m. April. aut Mai. a. 698 (56) .
ad_atticum,,6,CICERO,ATTICO,-0056,-56.0,Scr. in Antiati m. Apr. aut Mai. a. 698 (56) .
ad_atticum,,7,CICERO,ATTICO,-0056,-56.0,Scr. in Arpinati m. Apr. aut Mai. a. 698 (56) .
ad_atticum,,8,CICERO,ATTICO,-0056,-56.0,Scr. in Antiati m. Apr. aut Mai. a. 698 (56) .
ad_atticum,,8A,CICERO,ATTICO,-0056,-56.0,Scr. autumno anni 698 (56) .
ad_atticum,,9,CICERO,ATTICO,,,Scr. Neapoli iv K. Mai a. 699 (55).
ad_atticum,,10,CICERO,ATTICO,,,Scr. in Cttn:ano ix K. Mai. a. 699 (55).
ad_atticum,,11,CICERO,ATTICO,-0055,-55.0,Scr. in Cumano a. d. v. K. Mai. a. 699 (55) .
ad_atticum,,12,CICERO,ATTICO,-0055,-55.0,Scr. um Mai. a. 699 (55) .
ad_atticum,,13,CICERO,ATTICO,,,Scr. in Tusculano m. Nov. post xvii K. Dec. a. 699 (55).
ad_atticum,,14,CICERO,ATTICO,-0054,-54.0,Scr. in Cumano m. Mai. post vi Id. a. 700 (54) .
ad_atticum,,15,CICERO,ATTICO,,,Scr. Romae vi K. Sext. a. 700 (54).
ad_atticum,,16,CICERO,ATTICO,-0054,-54.0,Scr. Romae ex. m. Iun. aut in Quint. a. 700 (54) .
ad_atticum,,17,CICERO,ATTICO,-0054,-54.0,Scr. Romae K. Oct. a. 700 (54) .
ad_atticum,,18,CICERO,ATTICO,-0054,-54.0,Scr. Romae ex. m. Oct. a. 700 (54) .
ad_atticum,,19,CICERO,ATTICO,-0054,-54.0,Scr. Romae ex. m. Nov. a. 700 (54) .
ad_atticum,,1,CICERO,ATTICO,,,Scr. Menturnis iii aut prid. Non. Mai. a. 703 (49).
ad_atticum,,2,CICERO,ATTICO,,,Scr. in Pompeiano vi Id. Mai. a. 703 (51).
ad_atticum,,3,CICERO,ATTICO,,,Scr. in Trebulano v Id. Mai. a. 703 (51).
ad_atticum,,4,CICERO,ATTICO,,,Scr. Beneventi iv Id. Mai a. 701 (51).
ad_atticum,,5,CICERO,ATTICO,,,Scr. Venusiae ii aut prid. Id. Mai. a. 703 (51).
ad_atticum,,6,CICERO,ATTICO,,,Scr. Tarenti xiv K. Iun. a. 703 (51).
ad_atticum,,7,CICERO,ATTICO,,,Scr. Tarenti xi K. Iun. a. 705 (49).
ad_atticum,,8,CICERO,ATTICO,-0051,-51.0,Scr. Brundisi iv aut iii Nonis Iun. a. 703 (51) .
ad_atticum,,9,CICERO,ATTICO,-0051,-51.0,Scr. Acti xvii. K. Quint. a. 703 (51) .
ad_atticum,,10,CICERO,ATTICO,-0051,-51.0,Scr. Athenis prid. K. aut K. Quint. a. 703 (51) .
ad_atticum,,11,CICERO,ATTICO,,,Scr. Athenis pr. Non. Quint. a. 703 (51).
ad_atticum,,12,CICERO,ATTICO,-0051,-51.0,Scr. in medio mari med. m. Quint. a. 703 (51) .
ad_atticum,,13,CICERO,ATTICO,,,Scr. Ephesi vii K. Sext. a. 703 (51).
ad_atticum,,14,CICERO,ATTICO,,,Scr. Trallibus vi K. Sext. a. 703 (51).
ad_atticum,,15,CICERO,ATTICO,,,Scr. Laodiceae il i Non. Sext. a. 703 (51).
ad_atticum,,16,CICERO,ATTICO,,,Scr. in itinere a Synnada ad Philomelium inter a. d. v et iii Id. Sext. a. 703 (51).
ad_atticum,,17,CICERO,ATTICO,,,Scr. in itinere ad castra inter iv Id. a prid. Id. Sext. a. 703 (51).
ad_atticum,,18,CICERO,ATTICO,,,Scr. in castris ad Cybistra xi K. Oct. a. 703 (51).
ad_atticum,,19,CICERO,ATTICO,,,Scr. in castris ad Cybistra x K. Oct. a. 703 (51).
ad_atticum,,20,CICERO,ATTICO,,,Scr. in Cilicia inter a. d. xii et iv K. Ian. a. 703 (51).
ad_atticum,,21,CICERO,ATTICO,-0050,-50.0,Scr. Laodiceae Id. Febr. a. 704 (50) .
ad_atticum,,1,CICERO,ATTICO,,,Scr. Laodiceae vi K. Mart. a. 704 (50).
ad_atticum,,2,CICERO,ATTICO,-0050,-50.0,Scr. Laodiceae in m. Mai. a. 704 (50) .
ad_atticum,,3,CICERO,ATTICO,,,Scr. in Cilicia tim. liam ante v K. Quint. a. 704 (50).
ad_atticum,,4,CICERO,ATTICO,-0050,-50.0,Scr. in itinere paulo post Non. Iun. a. 704 (50) .
ad_atticum,,5,CICERO,ATTICO,,,Scr. in castris v K. Quint. a. 704 (50).
ad_atticum,,6,CICERO,ATTICO,,,Scr. Rhodi circ. iv Id. Sext. a. 704 (50).
ad_atticum,,7,CICERO,ATTICO,,,Scr. Tarsi ante iii K. Sext. a. 704 (50).
ad_atticum,,8,CICERO,ATTICO,,,Scr. Ephes i K. Oct. a. 704 (50).
ad_atticum,,9,CICERO,ATTICO,-0050,-50.0,Scr. Athenis Id. Oct. a. 704 (50) .
ad_atticum,,1,CICERO,ATTICO,,,Scr. Athenis xvii K. Nov. a. 704 (50).
ad_atticum,,2,CICERO,ATTICO,,,Scr. Brundisi v K. Dec. a. 704 (50).
ad_atticum,,3,CICERO,ATTICO,,,Scr. in Trebulano v Id. Dec. a. 704 (50).
ad_atticum,,4,CICERO,ATTICO,,,Scr. in Pompeiano iv aut iii Id. Dec. a. 704 (50).
ad_atticum,,5,CICERO,ATTICO,,,Scr. in Formiano xv K. Ian. a. 704 (50).
ad_atticum,,6,CICERO,ATTICO,,,Scr. in Formiano xiv K. Ian. a. 704 (50).
ad_atticum,,7,CICERO,ATTICO,,,Scr. in Formiano inter xiiii et x K. Iun. a. 704 (50).
ad_atticum,,8,CICERO,ATTICO,,,Scr. in Formiano vi aut v K. Ian. a. 704 (50) .
ad_atticum,,9,CICERO,ATTICO,,,Scr. in Formiano v aut iv K. Ian. a. 704 (50).
ad_atticum,,10,CICERO,ATTICO,-0049,-49.0,Scr. ad urbem xiv sub noctem aut xiiii ante lucem in K. Febr. a. 705 (49) .
